file,score
1,33.772064208984375
2,35.9066162109375
3,29.203582763671875
4,35.248779296875
5,31.985977172851562
6,31.527191162109375
7,36.97438049316406
8,34.72135925292969
9,35.578460693359375
10,34.14173889160156
11,34.01829528808594
12,35.12147521972656
13,34.22569274902344
14,32.49220275878906
15,34.36457824707031
16,35.92393493652344
17,32.46922302246094
18,31.718185424804688
19,37.13343811035156
20,33.83282470703125
21,33.822723388671875
22,34.058197021484375
23,33.04988098144531
24,33.251708984375
25,33.89750671386719
26,32.33744812011719
27,34.80708312988281
28,34.6328125
29,35.47540283203125
30,33.17298889160156
31,27.697296142578125
32,33.44252014160156
33,33.390655517578125
34,32.649658203125
35,30.29681396484375
36,37.812530517578125
37,30.3782958984375
38,35.395599365234375
39,34.35176086425781
40,33.297119140625
41,31.644821166992188
42,31.309417724609375
43,35.73567199707031
44,31.47564697265625
45,31.048004150390625
46,31.0450439453125
47,31.598800659179688
48,27.713088989257812
49,31.935394287109375
50,30.138320922851562
51,32.18675231933594
52,32.09666442871094
53,34.95314025878906
54,35.19122314453125
55,35.62995910644531
56,36.7716064453125
57,33.147552490234375
58,37.104217529296875
59,34.802886962890625
60,33.36674499511719
61,31.23284912109375
62,36.9993896484375
63,36.39772033691406
64,33.5848388671875
65,33.147918701171875
66,32.55439758300781
67,32.6224365234375
68,28.733078002929688
69,30.310455322265625
70,37.011138916015625
71,33.79876708984375
72,36.04911804199219
73,37.29966735839844
74,33.66804504394531
75,33.084625244140625
76,32.78309631347656
77,32.621337890625
78,31.307388305664062
79,34.91886901855469
80,30.880081176757812
81,31.348007202148438
82,35.19268798828125
83,33.57035827636719
84,31.630157470703125
85,33.12767028808594
86,32.18440246582031
87,32.820404052734375
88,34.102630615234375
89,34.86735534667969
90,33.256591796875
91,30.462448120117188
92,33.85658264160156
93,34.6539306640625
94,28.020248413085938
95,32.52125549316406
96,34.92686462402344
97,32.2623291015625
98,33.45323181152344
99,31.656692504882812
100,33.02848815917969
101,33.49322509765625
102,34.32853698730469
103,33.96726989746094
104,32.601776123046875
105,35.78515625
106,34.95515441894531
107,30.808425903320312
108,34.833648681640625
109,34.223602294921875
110,32.1409912109375
111,34.3887939453125
112,30.868667602539062
113,32.381927490234375
114,29.737152099609375
115,33.9918212890625
116,29.5458984375
117,33.249420166015625
118,34.3223876953125
119,35.246826171875
120,33.02684020996094
121,32.965423583984375
122,35.84080505371094
123,34.30406188964844
average,33.32868560542905
