0_0_1,0.08380508422851562
0_0_2,0.06616592407226562
0_0_3,0.06532669067382812
0_0_4,0.048564910888671875
0_0_5,0.056797027587890625
0_0_6,0.057964324951171875
0_0_7,0.055988311767578125
0_0_8,0.05512237548828125
0_0_9,0.0757293701171875
0_0_10,0.07382965087890625
0_0_11,0.06533050537109375
0_0_12,0.06041717529296875
0_0_13,0.06365966796875
0_0_14,0.0609130859375
0_0_15,0.062255859375
0_0_16,0.06811141967773438
0_0_17,0.062145233154296875
0_0_18,0.050251007080078125
0_0_19,0.05313873291015625
0_0_20,0.06774139404296875
0_0_21,0.0597686767578125
0_0_22,0.09763336181640625
0_0_23,0.10842132568359375
0_0_24,0.09541702270507812
0_0_25,0.071929931640625
0_0_26,0.05907440185546875
0_0_27,0.06607818603515625
0_0_28,0.0579071044921875
0_0_29,0.04906463623046875
0_0_30,0.06150054931640625
0_0_31,0.05413818359375
0_0_32,0.05442047119140625
0_0_33,0.04479217529296875
0_0_34,0.0523223876953125
0_0_35,0.049922943115234375
0_0_36,0.055141448974609375
0_0_37,0.053070068359375
0_0_38,0.0492706298828125
0_0_39,0.040164947509765625
0_0_40,0.046260833740234375
0_0_41,0.046710968017578125
0_0_42,0.043979644775390625
0_0_43,0.05002593994140625
0_0_44,0.053638458251953125
0_0_45,0.045024871826171875
0_0_46,0.038814544677734375
0_0_47,0.039638519287109375
0_0_48,0.0474395751953125
0_0_49,0.041179656982421875
0_0_50,0.030902862548828125
0_0_51,0.03588104248046875
0_0_52,0.041896820068359375
0_0_53,0.04709625244140625
0_0_54,0.046306610107421875
0_0_55,0.034519195556640625
0_0_56,0.038921356201171875
0_0_57,0.047008514404296875
0_0_58,0.0360107421875
0_0_59,0.04216766357421875
0_0_60,0.03887176513671875
0_0_61,0.04552459716796875
0_0_62,0.04074859619140625
0_0_63,0.042205810546875
0_0_64,0.052825927734375
0_0_65,0.048641204833984375
0_0_66,0.050495147705078125
0_0_67,0.03708648681640625
0_0_68,0.032299041748046875
0_0_69,0.044055938720703125
0_0_70,0.052616119384765625
0_0_71,0.05983734130859375
0_0_72,0.046966552734375
0_0_73,0.050609588623046875
0_0_74,0.048496246337890625
0_0_75,0.038082122802734375
0_0_76,0.041393280029296875
0_0_77,0.046321868896484375
0_0_78,0.04270172119140625
0_0_79,0.0408935546875
0_0_80,0.039142608642578125
0_0_81,0.047191619873046875
0_0_82,0.050060272216796875
0_0_83,0.056896209716796875
0_0_84,0.045379638671875
0_0_85,0.038784027099609375
0_0_86,0.03701019287109375
0_0_87,0.033489227294921875
0_0_88,0.0399932861328125
0_0_89,0.03487396240234375
0_0_90,0.037384033203125
0_0_91,0.0311126708984375
0_0_92,0.0342254638671875
0_0_93,0.03857421875
0_0_94,0.0396728515625
0_0_95,0.035106658935546875
0_0_96,0.031707763671875
0_0_97,0.031581878662109375
0_0_98,0.03728485107421875
0_0_99,0.041095733642578125
0_0_100,0.037567138671875
0_0_101,0.033512115478515625
0_0_102,0.03600311279296875
0_0_103,0.040431976318359375
0_0_104,0.027927398681640625
0_0_105,0.026092529296875
0_0_106,0.029903411865234375
0_0_107,0.025218963623046875
0_0_108,0.035617828369140625
0_0_109,0.0288848876953125
0_0_110,0.03180694580078125
0_0_111,0.041744232177734375
0_0_112,0.03820037841796875
0_0_113,0.036441802978515625
0_0_114,0.040515899658203125
0_0_115,0.052947998046875
0_0_116,0.032550811767578125
0_0_117,0.043399810791015625
0_0_118,0.043849945068359375
0_0_119,0.040485382080078125
0_0_120,0.043628692626953125
0_0_121,0.043430328369140625
0_0_122,0.048954010009765625
0_0_123,0.07374191284179688
0_0,0.04797412903328252
1_0_1,0.06873703002929688
1_0_2,0.07070541381835938
1_0_3,0.079132080078125
1_0_4,0.061676025390625
1_0_5,0.09792709350585938
1_0_6,0.08113861083984375
1_0_7,0.07205963134765625
1_0_8,0.06912994384765625
1_0_9,0.07344818115234375
1_0_10,0.06972503662109375
1_0_11,0.10020065307617188
1_0_12,0.08758163452148438
1_0_13,0.06142425537109375
1_0_14,0.06744384765625
1_0_15,0.06754302978515625
1_0_16,0.049289703369140625
1_0_17,0.053791046142578125
1_0_18,0.062164306640625
1_0_19,0.09280776977539062
1_0_20,0.06627655029296875
1_0_21,0.06804656982421875
1_0_22,0.061023712158203125
1_0_23,0.06712722778320312
1_0_24,0.062236785888671875
1_0_25,0.060878753662109375
1_0_26,0.061008453369140625
1_0_27,0.06671524047851562
1_0_28,0.08240127563476562
1_0_29,0.06436920166015625
1_0_30,0.0732269287109375
1_0_31,0.0686492919921875
1_0_32,0.109130859375
1_0_33,0.11747360229492188
1_0_34,0.07000350952148438
1_0_35,0.0811309814453125
1_0_36,0.07062149047851562
1_0_37,0.06621551513671875
1_0_38,0.07650375366210938
1_0_39,0.07869720458984375
1_0_40,0.07195663452148438
1_0_41,0.09550857543945312
1_0_42,0.08075714111328125
1_0_43,0.08413314819335938
1_0_44,0.07759475708007812
1_0_45,0.08297348022460938
1_0_46,0.07396316528320312
1_0_47,0.08828353881835938
1_0_48,0.07018661499023438
1_0_49,0.07246017456054688
1_0_50,0.07128143310546875
1_0_51,0.08759689331054688
1_0_52,0.07022476196289062
1_0_53,0.06327438354492188
1_0_54,0.05767822265625
1_0_55,0.056148529052734375
1_0_56,0.07187652587890625
1_0_57,0.07378768920898438
1_0_58,0.06586456298828125
1_0_59,0.063232421875
1_0_60,0.07003402709960938
1_0_61,0.04674530029296875
1_0_62,0.048610687255859375
1_0_63,0.0531158447265625
1_0_64,0.056121826171875
1_0_65,0.06212615966796875
1_0_66,0.048656463623046875
1_0_67,0.054500579833984375
1_0_68,0.08997344970703125
1_0_69,0.08216476440429688
1_0_70,0.0754547119140625
1_0_71,0.0844268798828125
1_0_72,0.054840087890625
1_0_73,0.043537139892578125
1_0_74,0.07099533081054688
1_0_75,0.06670761108398438
1_0_76,0.062408447265625
1_0_77,0.07023239135742188
1_0_78,0.08112335205078125
1_0_79,0.06826400756835938
1_0_80,0.07913970947265625
1_0_81,0.07823944091796875
1_0_82,0.06953048706054688
1_0_83,0.07125091552734375
1_0_84,0.06698989868164062
1_0_85,0.06536102294921875
1_0_86,0.06621551513671875
1_0_87,0.08533096313476562
1_0_88,0.084564208984375
1_0_89,0.07516860961914062
1_0_90,0.08254623413085938
1_0_91,0.07299041748046875
1_0_92,0.07010650634765625
1_0_93,0.07433319091796875
1_0_94,0.07838821411132812
1_0_95,0.07802963256835938
1_0_96,0.07323837280273438
1_0_97,0.06844711303710938
1_0_98,0.0703277587890625
1_0_99,0.065093994140625
1_0_100,0.06395339965820312
1_0_101,0.0785980224609375
1_0_102,0.07415008544921875
1_0_103,0.061786651611328125
1_0_104,0.061969757080078125
1_0_105,0.0606231689453125
1_0_106,0.0516357421875
1_0_107,0.06726455688476562
1_0_108,0.06934738159179688
1_0_109,0.05686187744140625
1_0_110,0.0580596923828125
1_0_111,0.061672210693359375
1_0_112,0.04978179931640625
1_0_113,0.05478668212890625
1_0_114,0.049022674560546875
1_0_115,0.056121826171875
1_0_116,0.047210693359375
1_0_117,0.052734375
1_0_118,0.06489181518554688
1_0_119,0.06337356567382812
1_0_120,0.06816482543945312
1_0_121,0.07199859619140625
1_0_122,0.0630035400390625
1_0_123,0.0478057861328125
1_0,0.06956581177750254
2_0_1,0.037662506103515625
2_0_2,0.04022216796875
