file,score
1,23.379638671875
2,22.379547119140625
3,23.06524658203125
4,21.265731811523438
5,23.844741821289062
6,22.582794189453125
7,22.1663818359375
8,24.130111694335938
9,24.24041748046875
10,21.697494506835938
11,22.22607421875
12,24.031585693359375
13,21.709197998046875
14,24.73583984375
15,20.241653442382812
16,23.601593017578125
17,22.094940185546875
18,23.290878295898438
19,24.911865234375
20,23.368026733398438
21,23.38433837890625
22,23.485000610351562
23,24.786285400390625
24,22.3992919921875
25,22.655136108398438
26,20.739151000976562
27,25.023178100585938
28,19.976242065429688
29,23.111312866210938
30,21.504913330078125
31,23.052947998046875
32,25.574066162109375
33,20.909072875976562
34,22.411376953125
35,18.917434692382812
36,22.873733520507812
37,24.194503784179688
38,24.47698974609375
39,23.808013916015625
40,22.526931762695312
41,23.385498046875
42,21.955657958984375
43,23.335784912109375
44,23.583084106445312
45,22.644027709960938
46,20.069183349609375
47,22.458251953125
48,23.045852661132812
49,23.715576171875
50,22.766448974609375
51,25.398147583007812
52,23.576873779296875
53,26.261672973632812
54,22.918426513671875
55,26.606796264648438
56,22.753555297851562
57,23.306289672851562
58,24.984603881835938
59,22.339218139648438
60,22.476806640625
61,23.481338500976562
62,23.808746337890625
63,25.006561279296875
64,21.720199584960938
65,21.925033569335938
66,24.158111572265625
67,25.66607666015625
68,25.814422607421875
69,19.492889404296875
70,23.908157348632812
71,24.80902099609375
72,26.25946044921875
73,25.57623291015625
74,27.54840087890625
75,21.301849365234375
76,23.096908569335938
77,26.115859985351562
78,25.920913696289062
79,24.223220825195312
80,26.453903198242188
81,24.43048095703125
82,24.120590209960938
83,24.299423217773438
84,25.552780151367188
85,24.4534912109375
86,23.22686767578125
87,23.770111083984375
88,25.786300659179688
89,26.287216186523438
90,27.778396606445312
91,23.209716796875
92,25.13043212890625
93,25.192779541015625
94,22.368240356445312
95,24.597930908203125
96,24.50018310546875
97,28.15283203125
98,24.510116577148438
99,24.465560913085938
100,27.27154541015625
101,25.681503295898438
102,27.280975341796875
103,24.123855590820312
104,27.3072509765625
105,25.793380737304688
106,23.66571044921875
107,25.608123779296875
108,25.242095947265625
109,20.329376220703125
110,26.617965698242188
111,27.140213012695312
112,25.715744018554688
113,27.222763061523438
114,25.539703369140625
115,25.432815551757812
116,25.745025634765625
117,20.500564575195312
118,25.269134521484375
119,23.76568603515625
120,20.443069458007812
121,23.674575805664062
122,22.605361938476562
123,20.32373046875
average,23.8437103023374
